customer_id,age,location,subscription_type,payment_plan,num_subscription_pauses,payment_method,customer_service_inquiries,signup_date,weekly_hours,average_session_length,song_skip_rate,weekly_songs_played,weekly_unique_songs,num_favorite_artists,num_platform_friends,num_playlists_created,num_shared_playlists,notifications_clicked,churned
1093,71,New Jersey,family premium,monthly,0,credit,few,3/12/2019,14.6736615,2.507988409,0.46,191,149,8,47,15,5,2,1
1094,39,New Jersey,premium,annual,2,credit,none,6/29/2021,8.024787212,1.016574378,0.49,119,79,5,64,13,4,39,0
1095,54,New York,family premium,annual,2,credit,very frequent,5/25/2021,1.519245601,0.510074881,0.42,24,13,3,47,12,6,2,0
1096,58,Nebrasksa,family premium,annual,2,debit,very frequent,2/17/2014,8.215712735,1.148370319,0.09,118,65,5,53,14,14,2,0
1097,47,Florida,basic,monthly,1,venmo,some,7/24/2016,23.36713825,0.743411564,0.52,376,201,5,71,8,2,111,0
1098,37,North Carolina,family premium,annual,0,credit,very frequent,2/6/2013,3.486730381,0.922859696,0.17,51,28,4,84,18,6,1,0
1099,37,Wisconsin,family premium,annual,1,credit,some,4/22/2013,25.92696563,1.897673683,0.86,459,342,8,94,14,4,1,0
1100,77,California,family premium,annual,1,credit,few,3/1/2014,14.55496008,2.141879088,0.25,191,159,7,45,15,4,2,0
1101,37,Idaho,family premium,annual,2,credit,few,11/10/2013,11.8627294,0.269077938,0.49,235,226,3,81,6,2,2,0
1102,42,Florida,premium,monthly,0,credit,very frequent,6/24/2015,26.95377524,2.281673176,0.66,347,226,9,67,10,5,177,0
1103,44,New York,student,monthly,1,debit,very frequent,12/28/2015,9.345912434,0.555811346,0.95,116,80,4,85,12,3,64,0
1104,74,Nebrasksa,family premium,annual,2,venmo,none,1/30/2018,20.98777574,1.574034929,0.05,268,264,7,31,13,4,2,0
1105,37,Maine,family premium,monthly,1,credit,few,5/25/2016,20.63211439,3.100344416,0.32,386,249,5,73,6,2,1,0
1106,65,North Carolina,family premium,monthly,2,credit,very frequent,2/7/2017,28.08752698,2.2145056,0.21,412,328,7,39,19,19,2,1
1107,23,New York,basic,annual,2,debit,many,2/25/2020,30.49205844,2.35200831,0.91,456,229,4,77,9,2,53,0
1108,59,Wisconsin,family premium,annual,2,credit,none,11/23/2018,28.74305037,3.74206951,0.16,479,329,4,50,11,3,0,0
1109,45,Utah,student,annual,2,venmo,some,10/18/2020,0.469411634,0.040616231,0.88,6,5,1,74,6,6,48,0
1110,75,Nebrasksa,student,monthly,2,debit,very frequent,4/26/2021,29.35227758,3.079432929,0.28,468,267,7,45,14,5,34,0
1111,52,Alabama,family premium,monthly,2,venmo,many,3/5/2017,12.36071324,2.190192135,0.05,183,109,3,54,9,2,0,0
1112,28,Montana,family premium,annual,2,credit,many,11/30/2019,18.2591573,1.485252959,0.09,221,111,6,88,10,3,1,0
1113,25,West Virginia,premium,annual,1,venmo,some,7/31/2016,10.01680666,1.29753857,0.16,184,115,7,84,18,9,60,0
1114,38,Maine,basic,annual,2,debit,very frequent,11/3/2018,14.97582967,2.21918825,0.53,192,161,3,77,5,2,103,1
1115,76,Nebrasksa,basic,annual,0,debit,some,10/12/2014,17.55052217,2.724956215,0.4,337,235,6,40,14,4,229,1
1116,57,West Virginia,family premium,annual,0,debit,none,1/16/2022,23.08426022,3.806106026,0.9,427,214,6,54,17,17,2,0
1117,57,Alabama,premium,annual,2,credit,few,2/4/2022,18.30195985,0.61657,0.71,298,196,7,60,11,3,16,0
1118,55,North Dakota,family premium,annual,1,debit,very frequent,5/20/2021,28.59495196,0.066082732,0.83,355,227,8,57,17,9,2,0
1119,30,Alabama,premium,annual,1,venmo,few,1/31/2019,8.460572418,1.162498891,0.34,107,73,4,92,8,3,37,0
1120,68,Vermont,basic,monthly,0,debit,some,9/8/2018,29.60383025,3.283319776,0.56,478,239,6,38,9,2,45,0
1121,56,West Virginia,family premium,annual,1,credit,some,5/15/2016,16.07235051,0.698496225,0.73,249,144,7,59,20,5,2,0
1122,34,Maine,family premium,annual,2,credit,very frequent,12/3/2013,0.933122226,0.856559064,0.43,12,6,1,94,5,2,1,0
1123,40,South Carolina,basic,monthly,0,credit,none,12/10/2016,22.27076378,2.308280596,0.58,342,219,9,73,21,5,49,0
1124,51,Virginia,family premium,monthly,1,debit,very frequent,4/11/2016,9.068028849,1.261212505,0.79,111,103,6,66,11,4,0,0
1125,34,Alabama,premium,annual,2,credit,very frequent,3/8/2018,13.96171293,1.834596217,0.63,176,99,3,91,9,5,146,0
1126,32,Florida,student,annual,0,credit,some,9/8/2015,17.10821407,1.030902632,0.05,341,173,9,91,10,10,94,0
1127,72,Georgia,family premium,annual,1,debit,some,4/19/2017,17.86559946,2.028788521,0.35,293,210,8,39,10,10,1,1
1128,23,Utah,basic,monthly,2,venmo,very frequent,2/10/2017,11.64161261,1.913621658,0.12,147,78,3,99,6,2,47,0
1129,32,Florida,premium,annual,1,credit,few,12/14/2015,1.77372121,0.778611894,0.29,22,21,4,76,11,11,97,0
1130,58,Montana,basic,monthly,1,credit,many,10/29/2019,11.41778385,0.310307688,0.36,145,102,4,49,9,2,45,0
1131,42,Virginia,family premium,annual,1,credit,many,12/28/2013,28.11155371,1.46514113,0.14,361,266,5,87,10,10,1,0
1132,72,Florida,family premium,monthly,0,credit,very frequent,8/23/2020,11.44901635,1.649688901,0.01,142,89,5,43,8,4,0,0
1133,54,Wisconsin,basic,annual,2,venmo,many,4/28/2020,7.418078681,1.303083087,0.37,91,46,3,43,12,6,38,0
1134,41,California,premium,annual,0,venmo,some,1/26/2015,30.69961392,3.902445706,0.03,435,380,6,86,13,7,74,0
1135,21,Montana,student,annual,2,credit,some,1/10/2018,9.148172369,1.430439216,0.12,129,96,3,98,10,3,80,0
1136,52,West Virginia,family premium,annual,0,credit,some,7/7/2018,23.83727056,3.850683709,0.5,451,242,9,70,20,7,2,0
1137,44,North Dakota,family premium,annual,2,debit,many,5/11/2014,28.2841686,1.475968955,0.65,511,384,4,86,18,9,0,0
1138,36,North Carolina,family premium,annual,0,credit,few,3/10/2019,4.615168475,0.381480783,0.08,58,29,6,84,21,11,1,0
1139,45,Georgia,family premium,monthly,0,credit,few,11/9/2015,13.6030624,0.308349687,0.08,183,104,5,71,10,5,1,0
1140,45,North Carolina,family premium,annual,1,credit,none,11/8/2014,7.329409671,1.946231293,0.65,132,76,4,86,20,10,0,0
1141,85,West Virginia,basic,annual,1,credit,some,11/5/2021,11.08742181,2.032289198,0.59,150,100,7,33,20,10,16,0
1142,45,South Carolina,basic,annual,0,venmo,some,6/24/2013,19.45361825,2.387751757,0.57,241,137,5,72,19,5,83,0
1143,55,Maine,premium,annual,0,venmo,few,1/3/2019,9.890927106,0.916896496,0.38,129,112,8,54,5,5,54,0
1144,28,Wisconsin,premium,annual,0,venmo,many,12/12/2013,14.99102729,1.178650014,0.11,205,123,8,91,13,3,374,0
1145,70,Florida,basic,annual,1,credit,very frequent,5/30/2013,24.47355825,3.204164822,0.08,419,402,8,56,9,9,80,0
1146,28,South Carolina,premium,annual,1,debit,very frequent,2/7/2015,1.304090331,0.89637492,0.06,20,19,4,78,19,6,63,0
1147,61,Vermont,premium,annual,0,credit,some,4/28/2020,1.006802766,0.409086863,0.94,14,8,4,46,9,5,52,0
1148,42,West Virginia,family premium,annual,0,debit,some,9/29/2019,5.182634635,1.039851592,0.19,89,61,7,72,20,7,0,0
1149,51,Wisconsin,premium,annual,0,debit,none,6/18/2021,12.91585803,0.996510241,0.01,195,152,5,67,12,12,43,0
1150,56,California,family premium,monthly,0,credit,none,8/26/2018,23.69379927,2.352379723,0.14,452,354,6,62,12,12,1,0
1151,25,Florida,premium,annual,2,credit,very frequent,4/24/2013,9.473653337,0.539687862,0.23,136,84,6,96,8,3,397,0
1152,54,New York,premium,annual,1,credit,some,2/19/2021,21.92047839,2.540722118,0.16,427,220,8,42,10,3,70,0
1153,78,Montana,basic,annual,0,venmo,very frequent,1/3/2020,1.690618708,0.707914017,0.22,21,18,5,23,11,11,31,0
1154,31,Vermont,basic,monthly,0,venmo,some,4/6/2014,8.039715828,1.49745194,0.21,133,69,5,100,11,11,67,0
1155,65,Florida,basic,annual,2,venmo,none,12/2/2013,18.3544792,0.076799762,0.13,314,188,4,58,8,8,110,1
1156,79,Alabama,basic,annual,2,credit,some,8/29/2021,23.31847445,1.976106363,0.82,408,262,4,35,11,4,19,0
1157,36,Maine,premium,annual,2,debit,many,2/18/2019,26.96595462,1.637557446,0.29,348,241,4,68,7,2,51,0
1158,37,Wisconsin,basic,monthly,0,debit,few,1/20/2022,1.511429608,0.698884749,0.13,21,14,3,80,13,7,43,0
1159,77,Idaho,family premium,annual,2,credit,none,8/5/2014,3.489096442,0.827095851,0.25,49,29,2,42,8,8,0,0
1160,41,Alabama,basic,monthly,2,venmo,some,1/23/2020,10.83391337,1.382339589,0.45,177,111,3,74,8,3,35,0
1161,75,Alabama,basic,monthly,2,debit,some,12/22/2013,27.28909508,0.126544777,0.07,449,295,4,46,10,3,73,1
1162,44,North Carolina,basic,annual,0,credit,none,8/17/2020,19.15286168,0.570038895,0.51,238,178,5,56,20,5,24,1
1163,57,Montana,family premium,monthly,2,credit,very frequent,3/16/2017,24.36574265,1.307888434,0.22,319,226,4,45,11,4,2,0
1164,44,Maine,basic,monthly,2,debit,many,9/8/2015,13.28959434,1.138169366,0.22,235,163,3,83,6,2,183,0
1165,83,Nebrasksa,family premium,annual,0,debit,few,10/2/2016,30.00733702,4.794430155,0.93,543,301,6,31,13,4,0,0
1166,60,New Jersey,family premium,monthly,2,debit,very frequent,4/26/2019,7.360483586,0.699748205,0.15,100,55,3,47,13,13,0,0
1167,80,New Jersey,family premium,annual,2,debit,very frequent,6/16/2013,4.287665755,1.132565115,0.13,79,43,2,48,14,4,2,0
1168,82,Alabama,family premium,annual,2,venmo,few,9/24/2015,29.89504339,1.362058323,0.49,597,355,8,32,11,11,2,0
1169,86,California,student,annual,0,credit,very frequent,4/24/2015,7.407808901,1.367344983,0.4,90,83,7,44,15,4,61,0
1170,81,Utah,family premium,monthly,2,credit,few,3/8/2015,25.06569911,2.415565158,0.32,368,344,4,49,4,2,0,0
1171,41,Nebrasksa,premium,annual,2,credit,some,6/6/2021,27.74485198,3.214497234,0.39,405,209,4,54,14,5,101,0
1172,24,South Carolina,student,annual,2,credit,many,1/29/2016,3.739472469,0.857110039,0.27,45,25,2,93,18,6,296,0
1173,67,West Virginia,premium,annual,2,credit,many,9/11/2021,23.6112018,3.838055604,0.59,446,340,7,28,19,19,28,0
1174,63,Wisconsin,family premium,annual,0,credit,few,4/21/2021,11.21904459,0.872113189,0.01,144,78,8,52,12,6,0,1
1175,79,Florida,basic,annual,1,debit,some,2/6/2014,6.151049109,0.892830674,0.43,103,96,6,32,9,5,368,1
1176,60,Florida,premium,monthly,0,debit,none,8/28/2013,13.47913537,2.255525044,0.28,178,104,8,61,9,5,107,0
1177,23,West Virginia,premium,annual,1,credit,none,10/22/2021,24.50462408,1.291763687,0.07,382,197,8,86,17,17,23,0
1178,35,New Jersey,family premium,annual,1,debit,some,3/3/2018,21.42386462,0.835107868,0.44,303,165,8,71,13,13,0,0
1179,49,Nebrasksa,family premium,annual,1,debit,few,8/8/2021,13.35624164,2.530359199,0.46,182,164,7,64,14,4,1,0
1180,59,Florida,family premium,annual,0,credit,very frequent,5/3/2021,23.19173703,0.798228734,0.06,327,167,9,42,9,9,2,0
1181,42,New York,family premium,annual,1,credit,none,12/28/2016,4.248735832,0.52044571,0.39,61,36,3,75,11,4,2,0
1182,78,West Virginia,family premium,monthly,2,credit,many,7/17/2016,25.8171189,3.552443521,0.37,396,369,4,47,20,5,2,0
1183,38,Utah,premium,monthly,0,credit,none,10/25/2019,21.59473354,2.24688994,0.33,289,154,6,84,3,2,29,0
1184,78,Vermont,family premium,annual,2,debit,few,5/14/2015,20.62055217,2.992588429,0.42,274,163,4,35,9,9,1,0
1185,47,Nebrasksa,family premium,annual,1,venmo,few,5/6/2019,21.14431934,0.266382579,0.47,393,377,5,76,14,5,2,0
1186,36,Nebrasksa,family premium,annual,1,credit,few,2/20/2013,10.54497678,1.059520389,0.44,141,106,4,85,13,7,1,0
1187,18,California,student,annual,0,debit,very frequent,9/1/2015,1.778995493,0.718781958,0.09,22,22,3,93,12,6,92,0
1188,57,Utah,student,monthly,2,credit,some,1/9/2015,13.28090974,2.195164176,0.08,180,130,3,60,3,1,209,0
1189,58,West Virginia,basic,annual,1,credit,many,6/22/2019,7.893441811,0.429398351,0.36,127,86,6,59,17,17,38,0
1190,19,Wisconsin,student,annual,2,credit,few,4/16/2021,27.43085561,3.781598158,0.13,399,241,4,81,14,14,24,0
1191,62,North Dakota,family premium,monthly,1,debit,few,9/19/2020,25.29943229,0.647022798,0.21,341,173,8,54,16,8,1,1
1192,84,Florida,basic,annual,2,credit,none,8/16/2015,24.15169926,0.213533453,0.07,299,238,7,43,8,4,61,0
1193,86,Florida,premium,annual,2,credit,many,9/28/2013,8.540366698,0.920162387,0.48,134,77,3,43,9,5,153,0
1194,38,Alabama,premium,annual,0,credit,none,4/17/2016,7.683559234,0.912949409,0.8,118,100,7,79,8,8,55,0
1195,32,North Dakota,family premium,annual,0,debit,very frequent,3/21/2015,10.74022699,0.727818136,0.48,135,110,8,93,16,8,1,1
1196,83,New York,premium,annual,2,venmo,very frequent,8/25/2021,0.924555478,0.921534256,0.52,14,7,1,18,9,2,93,0
1197,75,Utah,basic,monthly,2,debit,very frequent,10/3/2020,29.6273698,0.042883373,0.86,380,215,7,21,4,4,28,1
1198,81,Alabama,basic,monthly,1,credit,some,4/20/2018,17.74317281,2.158201964,0.1,325,200,8,21,11,6,46,0
1199,44,Georgia,basic,monthly,0,debit,very frequent,1/29/2021,10.17141806,1.385434696,0.73,170,165,8,53,9,3,67,0
1200,49,Idaho,family premium,annual,2,debit,none,1/27/2022,19.03337737,2.779615065,0.18,291,178,4,68,5,5,1,0
1201,49,Nebrasksa,family premium,annual,2,venmo,none,4/28/2017,22.35061632,1.646191465,0.49,375,285,7,69,11,3,0,0
1202,53,West Virginia,basic,annual,1,credit,very frequent,4/2/2020,13.61237017,1.849752886,0.15,184,131,7,63,20,5,30,0
1203,68,Montana,family premium,annual,0,venmo,very frequent,12/23/2014,19.92736552,0.041281828,0.54,303,160,9,53,9,2,1,0
1204,79,Nebrasksa,premium,annual,1,credit,very frequent,6/1/2020,8.936838114,0.746397274,0.3,178,137,7,41,12,3,69,0
1205,64,New York,family premium,annual,2,credit,many,2/7/2019,13.75125532,0.798609109,0.57,203,120,3,50,9,5,0,0
1206,45,New York,basic,monthly,2,credit,none,5/25/2016,7.270790136,0.063186171,0.34,99,94,5,62,11,6,79,0
1207,23,North Carolina,student,annual,1,credit,none,3/13/2018,18.03176259,1.244370679,0.46,310,212,8,101,20,10,109,0
1208,22,New Jersey,student,annual,1,credit,few,8/27/2019,20.37654164,3.544290381,0.84,392,302,8,96,15,8,110,0
1209,58,West Virginia,family premium,annual,0,credit,none,8/13/2016,18.22688756,2.543714673,0.18,235,136,8,59,20,5,0,1
1210,72,Maine,family premium,annual,0,debit,very frequent,3/2/2018,18.02013784,2.096532059,0.43,325,207,9,53,7,7,1,0
1211,86,Nebrasksa,premium,annual,2,debit,few,8/14/2016,3.679349043,0.916693131,0.69,45,32,2,25,11,6,197,0
1212,20,North Dakota,student,annual,1,credit,very frequent,7/12/2014,27.58348279,3.889869413,0.18,384,221,5,108,16,4,126,0
1213,39,Florida,basic,monthly,2,credit,none,8/21/2014,4.898563394,0.466760877,0.89,69,55,5,68,8,4,194,0
1214,20,South Carolina,family premium,monthly,1,debit,none,3/9/2018,0.857667436,0.988784913,0.62,11,9,2,103,18,5,2,0
1215,80,Utah,family premium,annual,2,venmo,many,5/14/2020,18.43448231,3.114631289,0.31,272,143,4,38,6,6,0,0
1216,37,Montana,family premium,annual,1,credit,many,6/17/2014,4.655466761,0.652314371,0.73,86,53,6,84,10,3,1,0
1217,51,North Dakota,family premium,annual,2,credit,few,1/3/2014,7.618466318,0.919628544,0.31,134,104,6,77,15,5,0,0
1218,42,Alabama,family premium,annual,0,credit,many,4/9/2015,3.225702445,0.30963225,0.1,40,24,6,77,8,2,0,0
1219,42,North Carolina,family premium,annual,2,credit,few,3/10/2013,13.05672294,1.438772151,0.23,187,183,3,73,21,21,2,0
1220,84,West Virginia,basic,annual,0,credit,some,9/12/2017,26.57814427,2.647697901,0.93,360,213,9,29,20,7,76,0
1221,79,Florida,premium,annual,0,credit,few,3/19/2016,17.65343916,2.753277652,0.33,243,228,5,36,8,3,86,0
1222,64,Utah,premium,annual,0,credit,few,12/21/2013,1.734849804,1.215005595,0,33,18,4,50,4,1,98,0
1223,85,Vermont,student,monthly,2,credit,none,6/18/2020,19.11359033,3.221574522,0.9,286,238,7,20,11,3,49,0
1224,25,New Jersey,student,annual,2,credit,few,4/1/2020,23.61231869,0.792619654,0.74,304,159,7,94,14,14,103,0
1225,72,Utah,family premium,annual,1,credit,some,4/10/2019,6.329508556,1.2763537,0.09,89,49,6,37,3,2,2,0
1226,56,Nebrasksa,family premium,annual,0,credit,very frequent,4/22/2019,29.7085642,1.014736549,0.84,361,236,6,45,11,11,2,0
1227,66,California,basic,annual,2,credit,many,12/6/2015,0.790645194,0.598635254,0.08,11,9,2,64,13,4,159,0
1228,71,North Dakota,family premium,annual,0,debit,very frequent,10/20/2013,13.02018153,2.399018507,0.34,171,104,5,38,17,9,1,0
1229,62,South Carolina,family premium,monthly,0,venmo,some,2/16/2019,13.17256436,0.963138684,0.65,250,225,8,54,20,20,1,0
1230,61,South Carolina,family premium,annual,1,credit,few,12/3/2021,1.646718665,0.222903773,0.01,22,13,2,51,21,21,2,0
1231,63,New York,basic,monthly,1,credit,many,4/2/2017,1.559054848,0.827122694,0.97,30,16,3,52,12,6,230,0
1232,61,Vermont,family premium,annual,2,credit,many,3/14/2017,9.353132255,0.819667162,0.3,164,113,3,61,11,3,0,0
1233,52,North Carolina,basic,monthly,1,credit,many,4/18/2015,12.3303501,1.071261202,0.58,168,163,7,78,20,20,64,0
1234,72,Montana,premium,annual,0,credit,none,11/26/2021,30.9558377,1.667841632,0.43,553,286,10,25,8,3,22,0
1235,30,South Carolina,family premium,annual,1,credit,many,2/14/2016,24.61079774,3.638718951,0.49,483,258,8,96,21,21,0,0
1236,34,South Carolina,student,annual,0,credit,none,11/19/2020,28.77383883,0.306690125,0.34,513,274,6,64,21,21,52,1
1237,86,Utah,family premium,monthly,0,venmo,few,8/30/2015,1.310920496,0.19181737,0.11,26,15,5,28,5,3,0,0
1238,31,California,premium,annual,2,venmo,very frequent,3/15/2014,5.543649412,0.920862394,0.11,85,58,5,96,15,4,118,0
1239,20,North Carolina,student,annual,1,debit,some,8/10/2014,9.221663421,0.851723137,0.21,174,127,4,87,19,6,109,1
1240,40,Montana,basic,annual,1,credit,very frequent,5/12/2015,10.13519532,0.480759372,0.69,123,76,6,73,10,5,269,0
1241,35,Maine,family premium,annual,0,venmo,none,10/5/2015,14.32272281,1.887610932,0.61,200,134,5,85,7,2,2,0
1242,29,Florida,premium,annual,0,credit,some,8/21/2021,21.12561252,2.154482333,0.98,366,274,6,75,10,10,22,0
1243,74,Florida,family premium,annual,1,debit,none,12/6/2013,15.45220407,1.430500095,0.6,232,131,7,37,10,10,1,0
1244,84,California,basic,annual,0,debit,none,11/12/2018,26.78883269,2.770486753,0.79,455,278,9,35,15,4,43,0
1245,29,New Jersey,premium,annual,1,debit,some,6/17/2020,21.75145779,2.748721708,0.86,318,301,8,87,15,15,33,0
1246,83,Virginia,basic,monthly,0,credit,none,4/18/2018,29.34107501,4.202755964,0.29,570,493,6,21,9,2,120,0
1247,42,Utah,student,annual,1,venmo,none,3/27/2013,12.84679395,1.651823689,0.14,194,119,4,81,4,4,129,0
1248,48,Alabama,basic,annual,0,debit,very frequent,9/20/2019,10.34583901,0.105779087,0.13,162,134,8,61,11,3,91,1
1249,34,South Carolina,premium,annual,0,debit,none,7/18/2015,17.55887675,2.21329731,0.24,319,165,9,79,18,5,197,0
1250,62,North Carolina,basic,annual,1,credit,some,2/15/2014,8.026720043,0.810161568,0.25,108,68,4,71,21,11,262,0
1251,35,Washington,family premium,annual,1,credit,none,7/16/2020,15.04095315,0.505722362,0.46,245,150,5,68,13,7,2,0
1252,61,New York,family premium,monthly,2,venmo,very frequent,8/2/2013,24.86234544,3.887538532,0.44,380,194,4,56,10,3,1,0
1253,21,Utah,student,monthly,0,credit,some,1/6/2013,4.638670824,0.346281514,0.25,63,45,6,101,6,6,76,0
1254,71,Florida,family premium,annual,1,debit,none,11/10/2018,21.24495602,1.759093925,0.07,321,260,8,52,11,6,2,0
1255,67,Utah,basic,annual,0,venmo,few,11/2/2020,17.43709153,0.810290195,0.63,296,164,6,50,6,6,28,0
1256,59,Nebrasksa,family premium,annual,0,credit,very frequent,8/11/2015,0.172634211,0.527972878,0.89,4,2,2,48,14,4,1,0
1257,80,Montana,basic,annual,1,venmo,very frequent,1/16/2020,22.41460886,3.036411232,0.84,345,215,8,36,9,5,41,0
1258,67,Maine,family premium,monthly,1,credit,many,8/27/2013,13.91490653,1.224492393,0.65,233,138,4,53,7,2,2,0
1259,29,Idaho,student,monthly,0,credit,few,1/6/2015,2.358829523,0.877132467,0.04,38,30,4,80,5,3,74,0
1260,85,Florida,basic,annual,1,credit,many,6/6/2019,23.34242479,3.284278226,0.32,424,254,8,19,9,2,41,1
1261,29,New Jersey,premium,annual,1,credit,some,2/17/2021,20.21608009,0.438129106,0.16,345,270,8,77,12,3,27,0
1262,67,Georgia,basic,annual,2,credit,none,9/13/2017,25.1436568,1.023614608,0.46,312,260,4,35,9,9,56,0
1263,62,North Carolina,family premium,annual,2,credit,few,10/24/2017,3.344051731,0.468273301,0.26,43,40,2,45,18,18,1,0
1264,69,New Jersey,premium,annual,2,credit,some,3/31/2013,8.464994454,1.431825737,0.28,168,87,3,54,13,7,148,0
1265,41,Maine,premium,annual,2,debit,none,6/13/2013,14.21619773,0.919759323,0.01,212,117,6,68,8,8,145,0
1266,74,California,family premium,annual,0,venmo,very frequent,12/9/2017,15.60541257,1.592166167,0.34,203,104,8,32,15,5,2,0
1267,63,Maine,family premium,annual,1,debit,few,2/8/2013,16.48684968,1.931527555,0.32,283,192,8,57,8,8,0,0
1268,33,New Jersey,family premium,monthly,0,credit,none,8/17/2018,10.27278977,0.156110547,0.02,177,121,5,68,15,4,2,0
1269,25,West Virginia,premium,annual,0,credit,many,11/16/2014,20.96762001,1.691009664,0.71,286,201,6,90,19,10,283,1
1270,19,Alabama,basic,monthly,1,credit,many,9/7/2018,20.56622799,0.84144074,0.24,311,178,8,83,10,10,100,0
1271,40,Virginia,basic,annual,0,credit,many,6/10/2018,19.98851009,3.131020483,0.39,257,133,6,67,11,4,50,0
1272,73,Montana,family premium,monthly,0,debit,very frequent,1/30/2019,7.287184849,1.006873129,0.46,136,72,5,46,9,3,1,0
1273,75,North Dakota,family premium,annual,1,debit,few,4/22/2020,22.82124464,2.130342085,0.85,334,310,5,40,15,5,2,0
1274,81,West Virginia,family premium,annual,2,credit,some,8/8/2021,1.401958551,0.505875765,0.07,18,16,3,19,18,5,1,0
1275,20,Alabama,basic,monthly,2,credit,many,1/10/2015,12.32770471,2.15655111,0.81,223,169,3,87,8,8,115,0
1276,40,Vermont,basic,annual,1,debit,few,9/16/2021,9.479042917,0.490522747,0.42,176,89,7,54,11,11,70,0
1277,73,Idaho,family premium,annual,2,credit,some,1/9/2022,28.76293311,3.586224797,0.15,455,235,7,35,7,2,2,0
1278,22,Florida,student,annual,2,debit,very frequent,11/13/2016,8.707095241,1.083984483,0.05,161,82,3,90,11,3,59,0
1279,48,California,premium,annual,1,debit,few,2/6/2014,22.71003799,2.036402666,0.41,384,283,5,77,13,7,67,0
1280,85,New Jersey,family premium,annual,2,credit,none,12/11/2013,28.66273739,1.753806417,0.07,475,307,7,25,15,15,1,0
1281,24,Idaho,student,monthly,1,venmo,many,5/31/2015,18.45342095,0.734253585,0.47,358,291,5,98,7,2,73,0
1282,33,Nebrasksa,family premium,annual,0,venmo,very frequent,11/20/2021,27.34213656,0.227909029,0.16,516,267,6,85,13,4,1,0
1283,57,Maine,family premium,annual,2,debit,few,4/10/2021,15.70710913,1.380633048,0.21,291,287,7,41,5,3,2,0
1284,75,Florida,family premium,annual,0,debit,some,1/16/2018,24.09628861,3.286865123,0.48,311,213,9,42,10,10,0,0
1285,50,Nebrasksa,basic,annual,1,venmo,few,6/1/2020,26.50657044,3.288314815,0.05,368,191,8,52,11,3,26,1
1286,86,Florida,premium,annual,0,debit,many,9/19/2018,22.01715411,3.07519249,0.48,318,172,6,28,8,2,74,0
1287,83,California,basic,annual,2,credit,none,1/23/2016,17.24524442,2.337130862,0.2,327,172,4,37,15,5,74,0
1288,36,Maine,basic,annual,2,credit,very frequent,1/14/2020,20.01027257,0.698199713,0.03,263,188,4,84,7,2,37,1
1289,19,Alabama,student,annual,0,venmo,few,4/17/2014,0.29112159,0.462634953,0.24,4,2,2,92,9,5,109,0
1290,74,North Carolina,basic,annual,2,credit,very frequent,4/15/2017,27.25920849,4.561508302,0.38,461,297,7,53,18,5,49,0
1291,32,Maine,basic,annual,1,credit,very frequent,12/14/2015,16.35405611,2.742769234,0.9,230,127,4,81,6,3,60,0
1292,57,Georgia,basic,monthly,1,credit,very frequent,6/15/2018,3.038157848,0.953135344,0.25,59,50,3,56,11,4,57,0
1293,86,New York,premium,annual,1,debit,some,8/28/2013,25.79109824,0.892337068,0.22,321,273,5,43,11,11,192,0
1294,34,Florida,premium,annual,1,debit,many,2/7/2022,8.861271392,0.440122726,0.71,109,61,6,64,8,4,15,0
1295,46,North Carolina,basic,annual,1,credit,none,4/14/2016,3.33498448,0.667580378,0.3,53,40,3,64,20,5,206,0
1296,69,West Virginia,family premium,monthly,0,debit,few,11/25/2021,29.77072704,2.103294878,0.43,387,223,6,26,20,20,0,0
1297,33,North Carolina,basic,annual,2,venmo,few,10/31/2021,2.310024891,0.368784784,0.3,33,27,2,74,21,11,25,1
1298,59,Maine,premium,annual,1,debit,many,2/29/2020,21.1603104,0.983826491,0.08,278,172,8,39,6,2,86,0
1299,44,Nebrasksa,premium,monthly,0,venmo,many,11/25/2019,30.25997874,1.40025251,0.39,602,436,6,76,12,3,82,0
1300,34,Vermont,premium,monthly,1,debit,none,12/9/2019,7.907238987,0.834803412,0.3,102,56,4,88,8,2,74,0
1301,36,Maine,student,annual,2,credit,few,5/28/2014,25.05411099,2.500624135,0.11,377,247,7,95,7,7,70,1
1302,33,Florida,premium,annual,0,credit,some,12/7/2014,6.74219253,1.023361024,0.2,113,60,5,76,10,5,65,0
1303,52,Wisconsin,family premium,annual,1,credit,very frequent,5/19/2015,13.96047369,2.610071649,0.22,216,138,4,65,13,13,1,0
1304,78,Nebrasksa,family premium,annual,2,venmo,very frequent,9/12/2019,7.725987737,1.688331803,0.92,122,70,5,40,13,3,0,0
1305,43,Montana,basic,annual,1,credit,few,9/4/2020,26.87955866,3.052802022,0.39,325,216,5,67,10,3,37,0
1306,79,North Carolina,student,monthly,2,debit,very frequent,7/14/2015,15.42106303,0.897592867,0.11,200,112,3,40,18,18,93,0
1307,37,Vermont,premium,monthly,2,debit,none,4/6/2017,22.91681771,0.376817659,0.45,333,316,7,76,11,11,72,0
1308,76,Alabama,premium,monthly,2,venmo,very frequent,11/26/2016,25.84691504,2.557407633,0.24,353,214,7,43,9,2,127,0
1309,65,Georgia,basic,annual,1,credit,few,9/18/2017,1.739150393,0.21501024,0.49,27,27,2,52,10,5,51,0
1310,79,Vermont,family premium,monthly,1,debit,very frequent,11/29/2016,11.59085533,1.969229518,0.19,177,128,4,45,10,5,0,1
